11515 //  .hack GU Rebirth //  $12.82 //  $15.19 //  $39.99 // 
5579 //  Need for Speed Underground //  $5.57 //  $8.97 //  $28.01 // 
5580 //  Need for Speed Underground 2 //  $8.16 //  $12.69 //  $30.03 // 
49927 //  Need for Speed Underground 2 [Greatest Hits] //  $9.80 //  $12.00 //  $33.89 // 
49926 //  Need for Speed Underground [Greatest Hits] //  $3.58 //  $9.36 //  $19.81 // 
18495 //  "Need for Speed: Collectors Series" //  $28.46 //  $28.46 //  $60.01 // 
5581 //  Neo Contra //  $9.96 //  $16.27 //  $34.26 // 
10513 //  NeoGeo Battle Coliseum //  $9.53 //  $11.70 //  $19.05 // 
5582 //  NeoPets the Darkest Faerie //  $7.99 //  $11.84 //  $23.13 // 
5583 //  Network Adaptor //  $5.09 //  $6.74 //  $11.29 // 
19868 // Ni Hao, Kai-lan: Super Game Day //  $3.91 //  $5.08 //  $8.82 // 
10313 //  Nicktoons Attack of the Toybots //  $6.15 //  $8.23 //  $19.74 // 
11612 //  Nicktoons Battle for Volcano Island //  $5.31 //  $8.17 //  $20.09 // 
16429 //  "Nicktoons Movin" //  $3.75 //  $3.76 //  $9.01 // 
5611 //  Nicktoons Unite //  $5.12 //  $7.20 //  $19.06 // 
49932 //  Nicktoons Unite [Greatest Hits] //  $4.12 //  $7.55 //  $14.01 // 
5613 //  Nightmare Before Christmas Oogies Revenge //  $19.79 //  $24.67 //  $59.30 // 
14467 //  Nightmare of Druaga Fushigino Dungeon //  $6.91 //  $9.99 //  $19.72 // 
15015 //  Nightshade //  $10.96 //  $20.85 //  $50.82 // 
33654 //  Ninja Assault //  $11.18 //  $15.28 //  $44.61 // 
5614 //  Ninja Assault [Gun Bundle] //  $8.90 //  $25.00 //  $73.47 // 
16884 //  Nitrobike //  $4.95 //  $6.42 //  $10.63 // 
5615 //  No One Lives Forever //  $5.85 //  $7.99 //  $19.99 // 
16246 //  "Nobunagas Ambition Iron Triangle" //  $10.99 //  $12.50 //  $37.70 // 
11939 //  "Nobunagas Ambition Rise to Power" //  $6.38 //  $9.84 //  $26.99 // 
5616 //  Obscure //  $49.99 //  $88.98 //  $147.50 // 
13806 //  Obscure The Aftermath //  $10.73 //  $17.00 //  $36.47 // 
5617 //  Odin Sphere //  $7.00 //  $11.87 //  $20.75 // 
49933 //  Odin Sphere [Greatest Hits] //  $6.87 //  $10.75 //  $20.21 // 
5618 //  Okage Shadow King //  $9.19 //  $11.99 //  $35.44 // 
10783 //  Okami //  $9.02 //  $10.60 //  $31.71 // 
49934 //  Okami [Greatest Hits] //  $6.25 //  $11.86 //  $15.00 // 
11516 //  One Piece Grand Adventure //  $10.84 //  $15.50 //  $34.95 // 
11195 //  One Piece Grand Battle //  $5.44 //  $6.50 //  $19.14 // 
11512 //  One Piece Pirates Carnival //  $5.89 //  $7.94 //  $14.20 // 
5619 //  Oni //  $6.65 //  $11.19 //  $39.80 // 
5620 //  Onimusha 2 //  $4.15 //  $7.41 //  $15.00 // 
49936 //  Onimusha 2 [Greatest Hits] //  $5.66 //  $7.36 //  $21.43 // 
5621 //  Onimusha 3 Demon Siege //  $7.99 //  $8.90 //  $21.85 // 
62542 //  Onimusha 3 Soul Katana Controller //   //   //   // 
5622 //  Onimusha Blade Warriors //  $10.00 //  $14.95 //  $38.73 // 
5623 //  Onimusha Dawn of Dreams //  $16.13 //  $20.75 //  $61.55 // 
15070 //  Onimusha The Essentials //  $23.70 //  $51.00 //  $61.86 // 
5624 //  Onimusha Warlords //  $3.96 //  $7.25 //  $24.49 // 
49935 //  Onimusha Warlords [Greatest Hits] //  $4.09 //  $6.59 //  $13.99 // 
67289 //  Online Start-up Disc 3.0 //   //   //   // 
67288 //  Online Start-up Disc 3.5 //  $6.92 //  $9.00 //  $21.60 // 
65153 //  Online Start-up Disc 4.0 //  $0.11 //  $0.13 //  $2.24 // 
10456 //  Open Season //  $4.55 //  $4.99 //  $10.33 // 
5625 //  Orphen Scion of Sorcery //  $4.22 //  $7.80 //  $24.65 // 
11024 //  OutRun 2006 Coast 2 Coast //  $18.59 //  $29.07 //  $56.23 // 
5626 //  Outlaw Golf 2 //  $4.93 //  $6.75 //  $14.99 // 
5627 //  Outlaw Tennis //  $3.43 //  $5.99 //  $8.64 // 
10899 //  Outlaw Volleyball Remixed //  $4.92 //  $6.22 //  $14.43 // 
5628 //  Over the Hedge //  $4.39 //  $7.50 //  $15.03 // 
49937 //  Over the Hedge [Greatest Hits] //  $5.29 //  $7.70 //  $17.99 // 
15016 //  P.T.O. IV Pacific Theater of Operations //  $15.23 //  $19.80 //  $66.27 // 
16215 //  PBR Out of the Chute //  $3.99 //  $4.31 //  $6.80 // 
16225 //  PDC World Championship Darts 2008 //  $3.20 //  $4.00 //  $8.90 // 
5131 //  PK Out of the Shadows //  $4.61 //  $6.80 //  $14.59 // 
5632 //  PaRappa the Rapper 2 //  $18.27 //  $24.72 //  $44.95 // 
5629 //  Pac-Man Fever //  $4.97 //  $8.02 //  $23.28 // 
14981 //  Pac-Man Power Pack //  $17.50 //  $17.92 //  $35.00 // 
5630 //  Pac-Man World 2 //  $5.02 //  $8.05 //  $23.23 // 
49938 //  Pac-Man World 2 [Greatest Hits] //  $6.77 //  $7.99 //  $23.02 // 
5631 //  Pac-Man World 3 //  $6.77 //  $7.56 //  $19.69 // 
16214 //  Pac-Man World Rally //  $6.52 //  $7.76 //  $20.49 // 
5633 //  Paris-Dakar Rally //  $3.97 //  $6.45 //  $21.80 // 
16148 //  Persona 4 //  $10.99 //  $14.23 //  $18.78 // 
10514 //  Petz Catz 2 //  $5.38 //  $8.38 //  $19.50 // 
10515 //  Petz Dogz 2 //  $4.64 //  $6.58 //  $15.84 // 
10516 //  Petz Horsez 2 //  $4.47 //  $6.20 //  $15.00 // 
11023 //  Phantasy Star Universe //  $5.02 //  $8.98 //  $22.95 // 
10860 //  Phantasy Star Universe Ambition Of Illuminus Expansion //  $24.20 //  $40.50 //  $79.36 // 
5634 //  Phantom Brave //  $7.33 //  $8.88 //  $19.92 // 
14218 //  Phantom Brave Special Edition //  $8.07 //  $9.99 //  $21.50 // 
5635 //  "Piglets Big Game" //  $6.10 //  $8.99 //  $21.99 // 
5507 //  Pimp My Ride //  $3.73 //  $5.99 //  $8.33 // 
16455 //  Pimp My Ride Street Racing //  $4.68 //  $6.65 //  $8.66 // 
5636 //  Pinball Hall of Fame The Gottlieb Collection //  $2.49 //  $3.99 //  $6.23 // 
16190 //  Pinball Hall of Fame: The Williams Collection //  $4.03 //  $6.06 //  $8.59 // 
15069 //  Pipe Mania //  $3.11 //  $4.26 //  $6.50 // 
5637 //  Pirates Legend of Black Kat //  $5.45 //  $8.99 //  $27.67 // 
10438 //  Pirates Legend of the Black Buccaneer //  $2.65 //  $4.11 //  $5.45 // 
7419 //  Pirates of the Caribbean //  $2.86 //  $4.90 //  $8.11 // 
5638 //  "Pirates of the Caribbean At Worlds End" //  $3.40 //  $4.90 //  $7.04 // 
49939 //  Pirates of the Caribbean [Greatest Hits] //  $3.15 //  $3.24 //  $10.71 // 
5639 //  Pitfall The Lost Expedition //  $6.00 //  $10.15 //  $25.76 // 
13701 //  PlayStation 2 Wireless Controller 2.4 GHz //  $37.99 //  $51.60 //  $123.86 // 
15628 //  PlayStation Underground Jampack Summer 2001 //  $2.86 //  $4.80 //  $6.99 // 
15627 //  PlayStation Underground Jampack Summer 2002 //  $3.04 //  $3.74 //  $5.99 // 
18626 //  PlayStation Underground Jampack Vol. 10 //  $1.68 //  $4.56 //  $6.08 // 
14266 //  PlayStation Underground Jampack Vol. 11 //  $3.32 //  $4.90 //  $11.76 // 
18564 //  PlayStation Underground Jampack Vol. 12 //  $3.74 //  $4.33 //  $4.33 // 
14413 //  PlayStation Underground Jampack Vol. 13 //  $2.65 //  $3.46 //  $4.99 // 
15614 //  PlayStation Underground Jampack Vol. 14 //  $2.76 //  $3.02 //  $3.35 // 
18526 //  PlayStation Underground Jampack Vol. 15 //  $1.30 //  $1.57 //  $2.49 // 
18525 //  PlayStation Underground Jampack: Summer 2003 //  $2.76 //  $3.75 //  $4.16 // 
18543 //  PlayStation Underground Jampack: Winter 2001 //  $3.34 //  $5.67 //  $6.56 // 
18513 //  PlayStation Underground Jampack: Winter 2002 //  $2.97 //  $4.11 //  $4.13 // 
18662 //  PlayStation Underground Jampack: Winter 2003 //  $2.25 //  $3.43 //  $3.99 // 
18582 //  PlayStation Underground Jampack: Winter 2003: RP-M //  $2.83 //  $3.59 //  $4.97 // 
5640 //  Playboy the Mansion //  $14.95 //  $19.99 //  $69.30 // 
14571 //  Playstation 2 AV Cable //  $4.00 //  $5.43 //  $13.06 // 
5642 //  Playstation 2 System //  $36.66 //  $50.00 //  $200.00 // 
67629 //  Playstation Magazine Issue 60 //   //   //   // 
67630 //  Playstation Magazine Issue 61 //   //   //   // 
67631 //  Playstation Magazine Issue 62 //   //   //   // 
67632 //  Playstation Magazine Issue 63 //   //   //   // 
67633 //  Playstation Magazine Issue 64 //   //   //   // 
66672 //  Playstation Magazine Issue 65 //   //   //   // 
67634 //  Playstation Magazine Issue 66 //   //   //   // 
67635 //  Playstation Magazine Issue 67 //   //   //   // 
67636 //  Playstation Magazine Issue 68 //   //   //   // 
67637 //  Playstation Magazine Issue 69 //   //   //   // 
67638 //  Playstation Magazine Issue 70 //   //   //   // 
66673 //  Playstation Magazine Issue 73 //   //   //   // 
5643 //  Pool Paradise //  $5.09 //  $7.60 //  $17.64 // 
21792 //  PopCap Hits Vol. 1 //  $4.63 //  $6.42 //  $8.81 // 
14828 //  PopCap Hits Vol. 2 //  $7.38 //  $8.22 //  $15.09 // 
21790 //  PopStar Guitar //  $3.57 //  $3.89 //  $4.50 // 
5644 //  Portal Runner //  $7.47 //  $10.70 //  $27.97 // 
13281 //  Power Drome //  $2.54 //  $3.59 //  $3.95 // 
5645 //  Power Rangers Dino Thunder //  $4.51 //  $6.12 //  $17.99 // 
10517 //  Power Rangers Super Legends //  $9.00 //  $11.95 //  $39.72 // 
5646 //  Powerpuff Girls Relish Rampage //  $4.64 //  $6.95 //  $23.80 // 
14354 //  Predator Concrete Jungle //  $20.00 //  $31.48 //  $102.75 // 
5647 //  Pride FC //  $4.25 //  $5.93 //  $14.99 // 
5648 //  Primal //  $6.48 //  $8.71 //  $16.68 // 
5649 //  Prince of Persia Sands of Time //  $4.04 //  $5.99 //  $18.93 // 
49940 //  Prince of Persia Sands of Time [Greatest Hits] //  $1.48 //  $6.14 //  $9.99 // 
5650 //  Prince of Persia Two Thrones //  $4.22 //  $5.24 //  $16.99 // 
49941 //  Prince of Persia Two Thrones [Greatest Hits] //  $4.52 //  $4.79 //  $14.72 // 
5651 //  Prince of Persia Warrior Within //  $3.84 //  $5.87 //  $13.33 // 
49942 //  Prince of Persia Warrior Within [Greatest Hits] //  $3.29 //  $4.66 //  $11.19 // 
14008 //  Pro Evolution Soccer 2008 //  $6.00 //  $6.71 //  $11.99 // 
15942 //  Pro Evolution Soccer 2009 //  $6.86 //  $6.96 //  $18.19 // 
19921 //  Pro Evolution Soccer 2010 //  $8.81 //  $10.00 //  $15.26 // 
22123 //  Pro Evolution Soccer 2011 //  $8.47 //  $10.49 //  $13.59 // 
32295 //  Pro Evolution Soccer 2012 //  $4.37 //  $8.98 //  $14.85 // 
33298 //  Pro Evolution Soccer 2013 //  $25.22 //  $32.78 //  $41.88 // 
5652 //  Pro Race Driver //  $3.18 //  $5.11 //  $12.90 // 
5655 //  ProStroke Golf //  $2.50 //  $3.66 //  $6.50 // 
5653 //  Project Eden //  $3.42 //  $5.14 //  $13.09 // 
5654 //  Project Snowblind //  $3.39 //  $7.03 //  $12.27 // 
14069 //  Pryzm Chapter One The Dark Unicorn //  $3.21 //  $5.14 //  $10.75 // 
5656 //  Psi-Ops Mindgate Conspiracy //  $10.47 //  $13.56 //  $35.16 // 
5657 //  Psychonauts //  $12.69 //  $19.97 //  $50.74 // 
14101 //  Pump It Up: Exceed //  $7.10 //  $20.04 //  $71.57 // 
14328 //  Puzzle Challenge Crosswords and More //  $2.72 //  $3.13 //  $4.38 // 
10518 //  Puzzle Quest Challenge of the Warlords //  $4.62 //  $5.05 //  $12.30 // 
5658 //  Q-Ball Billiards Master //  $2.99 //  $3.55 //  $9.56 // 
5659 //  Quake III Revolution //  $5.42 //  $9.05 //  $25.50 // 
5709 //  R-Type Final //  $11.33 //  $21.56 //  $44.98 // 
5660 //  R: Racing Evolution //  $3.49 //  $6.81 //  $11.52 // 
5676 //  RC Revenge Pro //  $4.49 //  $6.29 //  $20.08 // 
11312 //  RPG Maker 2 //  $6.39 //  $8.99 //  $22.30 // 
5708 //  RPG Maker 3 //  $5.90 //  $11.23 //  $23.99 // 
13280 //  RTX Red Rock //  $2.67 //  $3.65 //  $10.14 // 
5661 //  Radiata Stories //  $10.10 //  $21.96 //  $35.13 // 
14327 //  Raiden III //  $13.66 //  $20.00 //  $42.50 // 
5662 //  Rainbow Six 3 //  $3.13 //  $4.88 //  $11.51 // 
50030 //  Rainbow Six 3 [Greatest Hits] //  $2.95 //  $4.18 //  $10.03 // 
5663 //  Rainbow Six Lockdown //  $2.92 //  $5.15 //  $11.72 // 
5664 //  Rally Fusion //  $3.70 //  $5.06 //  $12.49 // 
5665 //  Rampage Total Destruction //  $6.89 //  $10.50 //  $23.83 // 
22057 //  Rapala Pro Bass Fishing 2010 //  $6.08 //  $12.28 //  $12.96 // 
5666 //  Rapala Pro Fishing //  $3.74 //  $4.33 //  $9.99 // 
5667 //  Ratatouille //  $5.95 //  $8.25 //  $18.85 // 
49943 //  Ratatouille [Greatest Hits] //  $6.76 //  $7.02 //  $22.99 // 
5671 //  Ratchet Deadlocked //  $5.27 //  $8.34 //  $20.02 // 
49947 //  Ratchet Deadlocked [Greatest Hits] //  $4.23 //  $4.72 //  $19.97 // 
5668 //  Ratchet and Clank //  $6.29 //  $9.99 //  $34.06 // 
5669 //  Ratchet and Clank Going Commando //  $4.95 //  $9.10 //  $21.49 // 
49945 //  Ratchet and Clank Going Commando [Greatest Hits] //  $6.06 //  $7.41 //  $19.99 // 
11935 //  Ratchet and Clank Size Matters //  $8.70 //  $10.97 //  $24.69 // 
5670 //  Ratchet and Clank Up Your Arsenal //  $5.55 //  $8.75 //  $36.87 // 
49946 //  Ratchet and Clank Up Your Arsenal [Greatest Hits] //  $5.77 //  $7.87 //  $19.96 // 
49944 //  Ratchet and Clank [Greatest Hits] //  $6.19 //  $9.52 //  $29.99 // 
5672 //  Raw Danger //  $17.44 //  $24.28 //  $39.50 // 
5673 //  Rayman 2 Revolution //  $8.50 //  $10.97 //  $44.00 // 
5674 //  Rayman 3 Hoodlum Havoc //  $6.49 //  $9.75 //  $39.49 // 
5675 //  Rayman Arena //  $4.80 //  $6.00 //  $14.29 // 
14572 //  Rayman Raving Rabbids //  $3.93 //  $7.60 //  $14.95 // 
5677 //  Ready 2 Rumble Boxing Round 2 //  $5.31 //  $7.99 //  $26.91 // 
5678 //  Real Pool //  $4.28 //  $5.62 //  $12.76 // 
14871 //  Real World Golf //  $3.34 //  $4.34 //  $19.66 // 
5679 //  Rebel Raiders Operation Nighthawk //  $2.52 //  $3.03 //  $3.33 // 
5680 //  Red Card 2003 //  $9.93 //  $11.73 //  $23.15 // 
5681 //  Red Dead Revolver //  $7.80 //  $11.56 //  $54.85 // 
49949 //  Red Dead Revolver [Greatest Hits] //  $7.76 //  $10.09 //  $26.38 // 
34981 //  Red Dual Shock Controller //  $26.67 //  $34.67 //  $90.66 // 
5682 //  Red Faction //  $3.93 //  $5.46 //  $17.72 // 
5683 //  Red Faction II //  $4.02 //  $6.43 //  $20.61 // 
49950 //  Red Faction [Greatest Hits] //  $3.97 //  $5.56 //  $10.30 // 
11085 //  Red Ninja End of Honor //  $12.32 //  $23.36 //  $40.00 // 
5684 //  Reel Fishing III //  $3.94 //  $5.12 //  $16.01 // 
5685 //  Reign of Fire //  $2.91 //  $4.83 //  $9.99 // 
11696 //  Reservoir Dogs //  $5.76 //  $9.03 //  $17.61 // 
5686 //  Resident Evil 4 //  $6.54 //  $9.14 //  $18.96 // 
47034 //  Resident Evil 4 Chainsaw Controller //  $83.54 //  $113.50 //  $134.87 // 
14046 //  Resident Evil 4 Premium Edition //  $14.99 //  $32.50 //  $151.33 // 
49951 //  Resident Evil 4 [Greatest Hits] //  $5.55 //  $7.62 //  $15.00 // 
5687 //  Resident Evil Code Veronica X //  $5.00 //  $7.99 //  $22.50 // 
49952 //  Resident Evil Code: Veronica X [Greatest Hits] //  $4.37 //  $6.21 //  $19.99 // 
5688 //  Resident Evil Dead Aim //  $13.54 //  $28.75 //  $92.36 // 
7433 //  Resident Evil Essentials //  $20.98 //  $24.99 //  $35.19 // 
5690 //  Resident Evil Outbreak //  $7.29 //  $9.57 //  $31.63 // 
5691 //  Resident Evil Outbreak File 2 //  $19.77 //  $29.99 //  $68.37 // 
49953 //  Resident Evil Outbreak [Greatest Hits] //  $8.99 //  $13.27 //  $15.27 // 
5692 //  Return to Castle Wolfenstein //  $6.07 //  $8.50 //  $27.62 // 
5693 //  Rez //  $14.85 //  $20.75 //  $35.28 // 
14165 //  Ribbit King //  $12.50 //  $25.22 //  $30.22 // 
5694 //  Ridge Racer V //  $3.80 //  $7.67 //  $25.34 // 
14324 //  Riding Spirits //  $3.30 //  $4.27 //  $9.99 // 
14350 //  Riding Star //  $4.22 //  $4.90 //  $6.76 // 
5695 //  Ring of Red //  $11.90 //  $22.13 //  $68.53 // 
11484 //  Rise of the Kasai //  $3.99 //  $6.57 //  $9.84 // 
5696 //  Rise to Honor //  $3.46 //  $6.12 //  $11.40 // 
49873 //  Rise to Honor [Greatest Hits] //  $3.36 //  $4.96 //  $9.27 // 
5697 //  Risk Global Domination //  $5.51 //  $7.19 //  $17.71 // 
14071 //  River King A Wonderful Journey //  $8.96 //  $12.85 //  $19.00 // 
5698 //  Road Trip //  $9.97 //  $16.14 //  $45.00 // 
5699 //  Roadkill //  $6.86 //  $10.10 //  $25.83 // 
10900 //  Robin Hood Defender of the Crown //  $3.86 //  $4.30 //  $13.17 // 
5700 //  Robot Alchemic Drive //  $60.00 //  $75.51 //  $148.62 // 
5701 //  Robotech Battlecry //  $3.93 //  $6.47 //  $25.09 // 
38385 //  "Robotech Battlecry Collectors Edition" //  $19.86 //  $25.82 //  $61.66 // 
12976 //  Robotech Invasion //  $5.54 //  $8.96 //  $19.30 // 
5702 //  Robots //  $3.71 //  $5.41 //  $12.79 // 
10920 //  Rock Band //  $3.79 //  $5.62 //  $9.73 // 
14966 //  Rock Band 2 (game only) //  $5.27 //  $6.50 //  $17.24 // 
14965 //  Rock Band 2 Bundle //  $14.99 //  $16.20 //  $148.15 // 
10921 //  Rock Band Special Edition //  $42.48 //  $106.50 //  $163.03 // 
14130 //  Rock Band Track Pack Volume 1 //  $4.25 //  $6.24 //  $8.21 // 
16177 //  Rock Band Track Pack Volume 2 //  $4.40 //  $4.66 //  $7.67 // 
19204 //  Rock Band Track Pack: Classic Rock //  $5.86 //  $7.51 //  $9.98 // 
19401 //  Rock Band Track Pack: Country //  $3.85 //  $6.61 //  $14.03 // 
21789 //  Rock Band Track Pack: Metal //  $4.68 //  $4.96 //  $6.95 // 
5703 //  Rocket Power Beach Bandits //  $4.43 //  $6.36 //  $19.15 // 
5704 //  Rocky //  $4.72 //  $7.99 //  $27.98 // 
5705 //  Rocky Legends //  $9.99 //  $12.04 //  $35.05 // 
11487 //  Rogue Galaxy //  $9.86 //  $14.47 //  $28.45 // 
5706 //  Rogue Ops //  $3.60 //  $4.85 //  $9.59 // 
11695 //  Rogue Trooper //  $5.75 //  $7.14 //  $18.80 // 
14601 //  Romance of the Three Kingdoms IX //  $11.63 //  $14.33 //  $34.99 // 
10458 //  Romance of the Three Kingdoms VII //  $5.13 //  $7.81 //  $33.49 // 
10459 //  Romance of the Three Kingdoms VIII //  $7.49 //  $9.99 //  $35.61 // 
10460 //  Romance of the Three Kingdoms X //  $9.56 //  $14.57 //  $39.99 // 
10457 //  Romance of the Three Kingdoms XI //  $17.17 //  $24.97 //  $55.41 // 
5707 //  Romancing Saga //  $14.31 //  $31.99 //  $44.85 // 
11505 //  Ruff Trigger the Vanocore Conspiracy //  $5.99 //  $9.24 //  $17.77 // 
5710 //  Rugby 08 //  $9.49 //  $14.74 //  $22.62 // 
5711 //  Rugby 2002 //  $2.57 //  $2.99 //  $6.17 // 
5712 //  Rugby 2004 //  $2.80 //  $3.64 //  $8.73 // 
5713 //  Rugby 2005 //  $3.25 //  $3.49 //  $5.81 // 
5714 //  Rugby 2006 //  $4.33 //  $5.50 //  $7.99 // 
5715 //  Rugrats Royal Ransom //  $9.17 //  $11.49 //  $41.65 // 
14401 //  Rule of Rose //  $226.50 //  $309.25 //  $625.00 // 
5717 //  Rumble Racing //  $6.94 //  $13.69 //  $25.24 // 
5716 //  Rumble Roses //  $6.75 //  $10.35 //  $25.64 // 
5718 //  Run Like Hell //  $5.09 //  $9.20 //  $25.82 // 
5719 //  Rune Viking Warlord //  $5.27 //  $7.80 //  $19.15 // 
5720 //  Rygar //  $5.44 //  $8.99 //  $25.00 // 
18633 //  SBK: Superbike World Championship //  $3.49 //  $5.00 //  $6.66 // 
15823 //  SCORE International Baja 1000 //  $5.23 //  $5.24 //  $12.55 // 
11193 //  SD Gundam Force Showdown //  $5.33 //  $6.35 //  $14.99 // 
5753 //  SHOX //  $6.99 //  $11.06 //  $27.99 // 
11246 //  SLAI Steel Lancer Arena International //  $8.65 //  $13.25 //  $25.35 // 
13754 //  SNK Arcade Classics Volume 1 //  $13.99 //  $14.81 //  $18.91 // 
5784 //  SOCOM II US Navy Seals //  $3.14 //  $4.58 //  $15.99 // 
49965 //  SOCOM II US Navy Seals [Greatest Hits] //  $2.45 //  $5.25 //  $14.99 // 
5785 //  SOCOM III US Navy Seals //  $2.74 //  $3.64 //  $7.95 // 
49967 //  SOCOM III US Navy Seals [Greatest Hits] //  $3.00 //  $4.79 //  $5.99 // 
5786 //  SOCOM US Navy Seals //  $3.44 //  $5.90 //  $11.77 // 
5787 //  SOCOM US Navy Seals Combined Assault //  $2.83 //  $5.15 //  $15.00 // 
49968 //  SOCOM US Navy Seals Combined Assault [Greatest Hits] //   //   //   // 
49964 //  SOCOM US Navy Seals [Greatest Hits] //  $3.39 //  $4.48 //  $7.13 // 
63086 //  SOCOM US Navy Seals [Headset Bundle] //  $16.04 //  $21.56 //  $38.28 // 
5818 //  SSX //  $3.94 //  $5.98 //  $19.23 // 
5819 //  SSX 3 //  $6.22 //  $9.22 //  $30.00 // 
49985 //  SSX 3 [Greatest Hits] //  $6.00 //  $6.86 //  $25.03 // 
5820 //  SSX On Tour //  $4.89 //  $7.27 //  $20.19 // 
5821 //  SSX Tricky //  $10.49 //  $14.00 //  $56.22 // 
49984 //  SSX Tricky [Greatest Hits] //  $7.07 //  $13.28 //  $51.88 // 
49983 //  SSX [Greatest Hits] //  $3.80 //  $5.00 //  $12.00 // 
5864 //  SWAT Global Strike Team //  $4.39 //  $5.97 //  $18.47 // 
21137 // Sakura Wars: So Long, My Love //  $27.92 //  $51.53 //  $79.99 // 
5721 //  Salt Lake 2002 //  $3.08 //  $3.93 //  $9.04 // 
11517 //  Samurai Champloo Sidetracked //  $16.13 //  $21.60 //  $34.27 // 
5722 //  Samurai Jack Shadow of Aku //  $8.97 //  $17.70 //  $40.73 // 
16405 //  Samurai Shodown Anthology //  $21.63 //  $23.97 //  $23.98 // 
21797 //  Samurai Shodown V //  $10.00 //  $12.27 //  $29.45 // 
11060 //  Samurai Warriors //  $3.88 //  $6.71 //  $18.34 // 
11177 //  Samurai Warriors 2 //  $10.95 //  $11.28 //  $44.99 // 
11179 //  Samurai Warriors 2 Empires //  $7.97 //  $12.50 //  $24.83 // 
11180 //  Samurai Warriors 2 Xtreme Legends //  $7.61 //  $11.87 //  $20.83 // 
11173 //  Samurai Warriors Xtreme Legends //  $7.95 //  $11.02 //  $59.99 // 
14469 //  Samurai Western //  $55.07 //  $82.00 //  $140.76 // 
5723 //  Saturday Night Speedway //  $7.72 //  $9.28 //  $31.99 // 
5724 //  Savage Skies //  $3.73 //  $6.36 //  $10.62 // 
5725 //  Scaler //  $6.24 //  $9.34 //  $20.91 // 
5726 //  Scarface the World is Yours //  $14.99 //  $22.30 //  $56.88 // 
15043 //  "Scarface the World is Yours Collectors Edition" //  $16.99 //  $32.88 //  $151.77 // 
49954 //  Scarface the World is Yours [Greatest Hits] //  $14.00 //  $17.45 //  $47.60 // 
5727 //  Scooby Doo Mystery Mayhem //  $9.45 //  $13.43 //  $46.00 // 
5728 //  Scooby Doo Night of 100 Frights //  $8.61 //  $12.20 //  $40.00 // 
49955 //  Scooby Doo Night of 100 Frights [Greatest Hits] //  $9.24 //  $11.11 //  $44.89 // 
14353 //  Scooby Doo Unmasked //  $9.37 //  $12.46 //  $30.78 // 
22003 //  Scooby Doo and the Spooky Swamp //  $9.13 //  $11.17 //  $16.59 // 
19653 //  Scooby-Doo First Frights //  $6.97 //  $9.06 //  $15.00 // 
14123 //  Sea Monsters Prehistoric Adventure //  $4.31 //  $6.00 //  $12.34 // 
5730 //  Second Sight //  $5.93 //  $9.99 //  $25.92 // 
19237 //  Secret Agent Clank //  $6.37 //  $6.70 //  $11.11 // 
15913 //  Secret Service Ultimate Sacrifice //  $4.88 //  $5.63 //  $13.94 // 
5731 //  Secret Weapons Over Normandy //  $4.99 //  $6.44 //  $22.94 // 
5732 //  Seek and Destroy //  $3.63 //  $7.09 //  $12.45 // 
5733 //  Sega Bass Fishing Duel //  $4.90 //  $6.92 //  $21.90 // 
5734 //  Sega Classics Collection //  $7.54 //  $10.29 //  $14.68 // 
11026 //  Sega Genesis Collection //  $6.74 //  $8.00 //  $18.95 // 
5735 //  Sega Soccer Slam //  $4.99 //  $8.86 //  $14.77 // 
5736 //  Sega Sports Tennis //  $3.90 //  $6.56 //  $11.75 // 
14340 //  Sega Superstars //  $5.64 //  $7.44 //  $13.99 // 
13160 //  Sega Superstars Tennis //  $3.99 //  $4.60 //  $6.59 // 
5737 //  Serious Sam Next Encounter //  $6.94 //  $10.09 //  $20.81 // 
5738 //  Seven Samurai //  $10.00 //  $14.99 //  $30.99 // 
5739 //  Shadow Hearts //  $30.01 //  $55.00 //  $115.32 // 
11157 //  Shadow Hearts Covenant //  $28.01 //  $38.71 //  $72.96 // 
11781 //  Shadow Hearts From the New World //  $22.32 //  $36.37 //  $49.98 // 
5740 //  Shadow Man Second Coming //  $5.74 //  $10.08 //  $24.99 // 
5741 //  Shadow of Destiny //  $9.13 //  $14.66 //  $42.50 // 
5742 //  Shadow of Rome //  $12.07 //  $22.42 //  $42.19 // 
5743 //  Shadow of the Colossus //  $5.40 //  $10.97 //  $28.13 // 
49956 //  Shadow of the Colossus [Greatest Hits] //  $6.39 //  $9.00 //  $19.98 // 
5744 //  Shadow the Hedgehog //  $7.18 //  $9.58 //  $23.94 // 
49957 //  Shadow the Hedgehog [Greatest Hits] //  $7.48 //  $10.07 //  $35.50 // 
14600 //  Shaman King Power of Spirit //  $5.66 //  $6.77 //  $19.55 // 
10461 //  "Shamus Deep Sea Adventures" //  $2.86 //  $2.90 //  $7.12 // 
5745 //  Shark Tale //  $3.06 //  $5.14 //  $11.96 // 
49958 //  Shark Tale [Greatest Hits] //  $3.08 //  $3.54 //  $10.47 // 
10922 //  SharkPort //  $13.07 //  $13.90 //  $33.36 // 
5746 //  Shaun Palmers Pro Snowboarder //  $2.66 //  $5.22 //  $10.87 // 
15982 //  Shaun White Snowboarding //  $3.49 //  $4.50 //  $5.76 // 
5747 //  "Shell Shock Nam 67" //  $4.66 //  $7.22 //  $12.62 // 
